actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/effort/max,test/effort/mean,test/effort/min,test/effort/size,test/effort/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,test/rwd_metrics/constr/max,test/rwd_metrics/constr/mean,test/rwd_metrics/constr/min,test/rwd_metrics/constr/size,test/rwd_metrics/constr/std,test/rwd_metrics/gaussian_vel/max,test/rwd_metrics/gaussian_vel/mean,test/rwd_metrics/gaussian_vel/min,test/rwd_metrics/gaussian_vel/size,test/rwd_metrics/gaussian_vel/std,test/rwd_metrics/grf/max,test/rwd_metrics/grf/mean,test/rwd_metrics/grf/min,test/rwd_metrics/grf/size,test/rwd_metrics/grf/std,test/rwd_metrics/number_muscles/max,test/rwd_metrics/number_muscles/mean,test/rwd_metrics/number_muscles/min,test/rwd_metrics/number_muscles/size,test/rwd_metrics/number_muscles/std,test/rwd_metrics/self_contact/max,test/rwd_metrics/self_contact/mean,test/rwd_metrics/self_contact/min,test/rwd_metrics/self_contact/size,test/rwd_metrics/self_contact/std,test/rwd_metrics/smooth/max,test/rwd_metrics/smooth/mean,test/rwd_metrics/smooth/min,test/rwd_metrics/smooth/size,test/rwd_metrics/smooth/std,test/terminated/max,test/terminated/mean,test/terminated/min,test/terminated/size,test/terminated/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/action_cost_coeff,train/energy_buffer/action_cost_intern,train/energy_buffer/avg_relabel_action_cost,train/energy_buffer/lr,train/energy_buffer/prev_cdt,train/energy_buffer/self.score_avg,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
,,,,,,,,,,,,,0.5109524,0.016118985,-0.34038284,202,0.094612025,0.0081823855020047,0.0053705979688837,0.0027255308040184,10,0.0020407256657458,25,20.2,17,10,2.35796522451032,242.90380859375,197.95017938613893,166.41365814208984,10,22.585759456106203,-0.81705361661911,-1.1775205175080403,-1.745069213354774,10,0.3191028228033163,244.7593413929387,201.43960322056216,169.95323093798197,10,22.55519236269151,0.0,-0.0896823109881355,-0.2268964675783245,10,0.078129935936505,-0.1754766666666666,-2.2197798333333334,-3.5972716666666664,10,1.275106966845538,0.0,0.0,0.0,10,0.0,-0.0005932719279317,-0.0024410580393449,-0.0045164279417949,10,0.0012517779875865,0.0588235294117647,0.0501308909528723,0.04,10,0.0054022440184853,1.0,-0.022053393,-1.0,1000,0.99326044,0.0,0.0,,0.0008999999999999,0.0,167.33048447593845,79,20.775561620827208,10,9526,5.716499785988342,489.1592335700989,178.27381051041934,78.79928441159427,9526,44.30388316014066,9526.0,37.28987741470337,200000.0,1.0,37.28987741470337,200000.0,5363.385826555175,1000.0
0.107692465,0.0006051544,30.529085,-0.006516539,0.0013333097,0.007066063,8.118352,39.757652,39.77367,2.0116866,68.20335,7.270383,72.08451,0.9997058,-0.17267083,-0.99576235,264,0.41012746,0.04661085928592,0.0322882865782611,0.0226725090621833,10,0.0067185104490528,32,26.4,22,10,3.4698703145794947,293.9770746231079,250.73438663482665,209.3740825653076,10,30.78145134171758,-1.5924337197993883,-2.573171708934944,-5.503361599719898,10,1.1325210429947523,313.0679644224808,262.75962769779505,219.94287021387004,10,33.111359246164554,0.0,-0.1443325426162003,-0.4087886398907109,10,0.1516390882656084,-5.615253333333333,-9.2914895,-15.968376666666668,10,2.679813676419817,0.0,0.0,0.0,10,0.0,-0.009035656236123,-0.0162475986331909,-0.0262090345617616,10,0.0045285527109373,0.0454545454545454,0.038525964626771,0.03125,10,0.0049498545968202,4.103765,-0.056022305,-4.2625937,1000,0.7799465,0.0,0.0,0.0,0.0009,0.0,241.0819218898246,85,26.92412952174502,14,7381,5.233000976357456,492.726523399353,235.1777293612599,69.48437955975533,7381,38.66315846523879,16907.0,239.08791422843933,200000.0,2.0,276.3777916431427,400000.0,836.5123793288341,2000.0
0.06816174,5.8267105e-05,73.00907,-0.0056283227,0.001168644,0.006942485,11.571556,39.914806,39.92028,4.2998347,134.72862,15.243831,132.5242,0.99999994,-0.066528775,-0.9999996,523,0.62646693,0.0865124420475269,0.0755252911106304,0.0630863025917615,10,0.0074630919519748,97,52.3,41,10,15.33003587732266,450.53138256073,374.95536218322815,227.3475183546543,10,68.21951270997698,-11.058373706674065,-18.70598606492471,-27.268596428807083,10,5.16061022299168,499.9750049054789,427.6572190655887,272.33684391289205,10,66.01949787489121,-0.0005153670861517,-0.4057047905089345,-0.949595697265077,10,0.3544065763888044,-27.023406666666663,-33.524817166666665,-64.48767500000001,10,10.654515625992165,0.0,0.0,0.0,10,0.0,-0.0301819007763006,-0.0653481227702551,-0.1390736984990726,10,0.0267930025192689,0.024390243902439,0.0201682360090432,0.0103092783505154,10,0.0036655248209984,4.799406,-0.0023323013,-5.0890846,1000,0.8998869,0.0,0.0,0.0,0.0009,0.0,300.31378540398686,216,39.21374652363925,16,5034,12.509305306737224,539.0609135627747,318.03548806975954,41.90477787330747,5034,67.99006904134585,21941.0,220.9097318649292,200000.0,3.0,497.2875235080719,600000.0,905.3471674226012,3000.0
0.00028754372,1.8944736e-06,118.96232,-0.005301958,3.2813134e-06,0.0074432795,12.198319,39.91766,39.911564,5.2125325,157.50981,22.279968,154.1109,1.0,-0.071363,-1.0,571,0.7544944,0.1095724058787335,0.092613124415245,0.0814962413111061,10,0.0075179465173467,68,57.1,45,10,7.395268757793729,552.085159778595,449.1367611357943,131.57285923697054,10,115.5152255166052,-11.995444734621422,-16.102353738136202,-20.88511360496544,10,3.0238287540785507,618.3187284620459,508.3874205701028,204.2173125073224,10,114.20308555451273,-0.1319914829700672,-0.3335580336399127,-0.7761517143794106,10,0.166702589877666,-32.638659999999994,-42.693473,-58.170515,10,8.127544266478955,0.0,0.0,0.0,10,0.0,-0.0847881804939463,-0.1212752157763026,-0.2166557887110975,10,0.0388258365289491,0.0222222222222222,0.0178122065648326,0.0147058823529411,10,0.0023287698974854,4.541898,-0.03428865,-4.4250126,1000,1.0146817,0.0,0.0,0.0,0.0009,0.0,396.5895658041716,328,59.48391899940441,20,3358,27.650851246127807,724.6941659450531,406.9892564973412,67.19898641854525,3358,96.8157595477965,25299.0,223.6059410572052,200000.0,4.0,720.8934645652771,800000.0,894.4306177841398,4000.0
1.1540896e-05,8.635359e-08,163.54501,-0.004930639,1.2138251e-07,0.00787445,12.341843,39.906326,39.896904,5.5351276,170.08855,29.77687,166.34322,1.0,-0.16728236,-1.0,553,0.7954241,0.0973563014900846,0.0826512825399164,0.0658908530708036,10,0.0095637826088702,65,55.3,44,10,7.349149610669251,564.8326082229614,480.8511012077332,400.6226282119751,10,58.36917996570878,-8.400782228282281,-16.49739306374915,-24.18062608398796,10,4.873220503155561,633.413085270804,534.3138849970617,439.02748349857336,10,67.97612234865355,-0.0960499966978899,-0.3362119322878457,-0.767958079878488,10,0.1884270491973547,-26.058285,-36.51669433333334,-45.36071833333334,10,6.769943470722108,0.0,0.0,0.0,10,0.0,-0.045958220382603,-0.112484743135278,-0.1844579329461558,10,0.0396394308805434,0.0227272727272727,0.0184156038418604,0.0153846153846153,10,0.0025144340956189,4.5377145,-0.084280886,-4.9536004,1000,1.06448,0.0,0.0,0.0,0.0009,0.0,448.6449077965839,427,62.16713527022805,23,3201,22.84281744554496,781.5232160463929,453.1444275598169,58.71513048559427,3201,104.95357460403858,28500.0,206.4764003753662,200000.0,5.0,927.3698649406432,1000000.0,968.6337016550444,5000.0
9.299849e-07,6.747339e-09,204.7167,-0.0039915964,9.992389e-09,0.007676497,12.369876,39.86764,39.857193,5.354974,182.87779,33.290974,180.12787,1.0,-0.1809909,-1.0,666,0.8474547,0.0972310908659023,0.0865418574518192,0.0718935339994707,10,0.0075506305895177,89,66.6,48,10,13.792751719653335,712.8111267089844,580.1957317113877,428.42036628723145,10,103.62124356329498,-14.612521267704668,-24.563130725495213,-34.68954944618946,10,7.814478686374266,796.9348229273016,649.530234015542,477.7227204557271,10,120.30222600599885,-0.0427482229035316,-0.5992304617089719,-1.0267921148171744,10,0.323511409736262,-31.49806166666667,-44.062191,-64.66315166666668,10,10.324218559292683,0.0,0.0,0.0,10,0.0,-0.0778428996496914,-0.1099501325054231,-0.1495830934322548,10,0.0223850490266833,0.0208333333333333,0.0157095964378354,0.0112359550561797,10,0.0033906934146948,4.719751,-0.12833023,-5.0550137,1000,1.0972732,0.0,0.0,0.0,0.0009,0.0,477.4490974186144,281,61.95874689826303,18,3224,17.42696131182172,1088.0538005828855,486.824080741418,67.52585006691515,3224,121.3799290396442,31724.0,210.70326614379883,200000.0,6.0,1138.073131084442,1200000.0,949.2021821033654,6000.0
2.5856966e-07,1.8252427e-09,239.38312,-0.0030628103,2.8290115e-09,0.007371706,12.384737,39.823772,39.813137,5.711707,207.3235,39.789833,205.7062,1.0,-0.18906176,-1.0,1045,0.8609203,0.0960495614414017,0.0872702291020371,0.0728879417884551,10,0.0072084281521242,124,104.5,60,10,18.101104938649463,1082.6961550712583,911.1372746944428,512.4168429374695,10,160.06947821837767,-12.850799958728114,-43.95182304972034,-59.76514678561986,10,13.292278964538884,1223.0876247415326,1024.9695919143828,565.5772557084335,10,184.10898203316768,-0.9158964796239436,-1.3779177264210396,-1.934542255211944,10,0.3202090858960966,-39.219035000000005,-68.33938783333335,-85.28165999999999,10,12.762863828368356,0.0,0.0,0.0,10,0.0,-0.127629241224623,-0.1631874457651369,-0.2046888909581248,10,0.0262015108649003,0.0166666666666666,0.0099777220956491,0.0080645161290322,10,0.0024164248879662,4.679625,-0.15292557,-4.8670626,1000,1.1202836,0.0,0.0,0.0,0.0008999999999999,0.0,574.5400749336083,193,76.45468689225982,20,2571,20.793903295067807,1364.6364030838013,617.0779525468998,76.65665538981557,2571,178.05972548821703,34295.0,204.4597973823548,200000.0,7.0,1342.5329284667969,1400000.0,978.1874117090384,7000.0
1.559542e-07,1.1437191e-09,270.22366,-0.0027788226,1.6634567e-09,0.0076428475,12.410701,39.803295,39.791588,6.816737,251.21208,57.486286,249.68929,1.0,-0.174891,-1.0,3266,0.86462265,0.0935146372089175,0.0905560015602832,0.0874228682643746,10,0.0020768512268538,488,326.6,202,10,94.2785235353206,4174.168055534363,2763.888831233978,1687.82603931427,10,811.5725262684961,-67.69492150197746,-134.01212646404775,-197.4799321324408,10,39.06113065254239,4714.837466259784,3123.7457896915885,1890.356412737444,10,916.8696918988333,-2.3566446064878748,-4.912635074805536,-8.034662450063617,10,1.7871676327168202,-132.13393000000002,-220.38114566666667,-334.37078833333334,10,65.40513245689613,0.0,0.0,0.0,10,0.0,-0.344876679072562,-0.5510498540006605,-0.7840297116762149,10,0.1439976412652171,0.0049504950495049,0.0033252522674146,0.0020491803278688,10,0.0009349564499458,4.768009,-0.13977689,-5.017434,1000,1.1386167,0.0,0.0,0.0,0.0009,0.0,785.4332120721405,335,114.33095662507428,20,1683,40.92192657203596,2689.5553588867188,942.1065361952076,82.40829512476921,1683,343.89453852002924,35978.0,207.2624869346619,200000.0,8.0,1549.7954154014587,1600000.0,964.9599546832064,8000.0
1.1292858e-07,9.0785945e-10,297.72095,-0.0023168118,1.124855e-09,0.007675789,12.432549,39.79175,39.779,8.304804,310.23065,84.64018,308.14337,1.0,-0.14850451,-1.0,10000,0.86189485,0.0934999762756488,0.093043302738454,0.0927220877075305,10,0.000290551026198,1000,1000.0,1000,10,0.0,8252.302453994751,8121.01967420578,7974.917634487152,10,85.63962169354174,-353.39117689746473,-359.0370861956095,-367.019144531414,10,3.964927521247045,9327.458431493764,9198.50925027529,9050.103562132488,10,84.91819862491123,-12.403338648147866,-13.600503669115772,-14.61500920266781,10,0.7982414128598632,-699.7132083333333,-702.9683004999999,-707.1709666666667,10,2.627305310084726,0.0,0.0,0.0,10,0.0,-1.7958619182715894,-1.8836860279390275,-1.9442046969302904,10,0.0398696575556568,0.0,0.0,0.0,10,0.0,4.4285965,-0.10584213,-4.577017,1000,1.1404426,0.001136025,0.0018324225,0.2749635202941781,0.0006963975,0.4095999999999999,1203.0954987069272,787,209.3879716981132,28,848,124.3873541191142,5516.149273492396,1641.183324165695,83.96465265378356,848,931.7042467244872,36826.0,199.7888355255127,200000.0,9.0,1749.5842509269714,1800000.0,1001.056938311552,9000.0
8.819413e-08,7.3480055e-10,320.78574,-0.0017736066,8.5269397e-10,0.0075477497,12.444375,39.790306,39.776634,9.477446,370.119,113.05438,367.56888,1.0,-0.14620256,-1.0,10000,0.86094403,0.0942818812599143,0.0936470375841221,0.0928854651694855,10,0.0004821049165175,1000,1000.0,1000,10,0.0,8055.217063903809,7894.879152584076,7673.431493759155,10,100.79586629899642,-344.3841541603275,-352.6881130903813,-361.02389315335904,10,5.0884953378775,9116.37409026235,8959.460482448036,8740.529792098207,10,98.46117187165412,-10.7048869792884,-11.860435377883972,-12.670893149049348,10,0.5657531347783888,-692.6064033333333,-698.2216566666667,-702.78405,10,2.7867109052266,0.0,0.0,0.0,10,0.0,-1.7492802340808389,-1.811126603073516,-1.8462584403568103,10,0.0297971426415475,0.0,0.0,0.0,10,0.0,4.923064,-0.08853582,-4.6610346,1000,1.1345274,0.003080835,0.003671325,0.6084058483708458,0.0005904899999999,0.7050879999999999,1688.8687754736984,1000,227.2079510703364,15,654,173.87506375586955,6924.393460988998,1528.551109162781,134.4457721710205,654,1152.3531765517996,37480.0,208.408509016037,200000.0,10.0,1957.9927599430084,2000000.0,959.6537154085682,10000.0
