actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/effort/max,test/effort/mean,test/effort/min,test/effort/size,test/effort/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,test/rwd_metrics/constr/max,test/rwd_metrics/constr/mean,test/rwd_metrics/constr/min,test/rwd_metrics/constr/size,test/rwd_metrics/constr/std,test/rwd_metrics/gaussian_vel/max,test/rwd_metrics/gaussian_vel/mean,test/rwd_metrics/gaussian_vel/min,test/rwd_metrics/gaussian_vel/size,test/rwd_metrics/gaussian_vel/std,test/rwd_metrics/grf/max,test/rwd_metrics/grf/mean,test/rwd_metrics/grf/min,test/rwd_metrics/grf/size,test/rwd_metrics/grf/std,test/rwd_metrics/number_muscles/max,test/rwd_metrics/number_muscles/mean,test/rwd_metrics/number_muscles/min,test/rwd_metrics/number_muscles/size,test/rwd_metrics/number_muscles/std,test/rwd_metrics/self_contact/max,test/rwd_metrics/self_contact/mean,test/rwd_metrics/self_contact/min,test/rwd_metrics/self_contact/size,test/rwd_metrics/self_contact/std,test/rwd_metrics/smooth/max,test/rwd_metrics/smooth/mean,test/rwd_metrics/smooth/min,test/rwd_metrics/smooth/size,test/rwd_metrics/smooth/std,test/terminated/max,test/terminated/mean,test/terminated/min,test/terminated/size,test/terminated/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/action_cost_coeff,train/energy_buffer/action_cost_intern,train/energy_buffer/avg_relabel_action_cost,train/energy_buffer/lr,train/energy_buffer/prev_cdt,train/energy_buffer/self.score_avg,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
,,,,,,,,,,,,,0.4641353,-0.004168563,-0.38936403,192,0.08188463,0.0051433763931171,0.0029858007297084,0.0017126226703112,10,0.0012490168324138,24,19.2,16,10,2.749545416973504,233.8322267532349,186.6704552650452,153.37253761291504,10,26.03515237589731,-1.595688826533221,-3.907312723453083,-6.349363680275158,10,1.4319365448247785,239.99035410496745,191.40501147903143,159.94924796307117,10,26.75517309027055,0.0,-0.0539186045972769,-0.2725952770558286,10,0.0926631492550715,0.0,-0.7720973333333333,-2.895365,10,0.9333313413800768,0.0,0.0,0.0,10,0.0,-0.0006732262891309,-0.0012272882116938,-0.0033247031189816,10,0.0007972292459097,0.0625,0.0531089669069208,0.0416666666666666,10,0.0072036740233318,1.0,0.0065912968,-1.0,1000,0.99374473,0.0,0.0,,0.0008999999999999,0.0,166.09429097067212,77,22.708721130644605,13,8703,6.1032011656290335,448.28810691833496,187.3636332922281,84.60361349582672,8703,46.3302133427225,8703.0,35.57628273963928,200000.0,1.0,35.57628273963928,200000.0,5621.722805152966,1000.0
0.2092176,0.00060005556,30.84802,-0.005532884,0.0031658611,0.006088149,7.897328,38.194347,38.212013,1.9849087,66.97952,5.7105236,70.72189,0.73109806,-0.3982818,-0.9982013,261,0.34188846,0.0089368363772518,0.0066800776249598,0.0051743420285517,10,0.0011232852290098,31,26.1,20,10,2.808914381037628,293.0899906158447,250.1470067977905,194.3569974899292,10,24.7640290349561,-3.555614498059452,-5.497103560259798,-10.458662388097496,10,2.10612418984775,301.2385967332784,258.41566286373063,200.0,10,25.402749583288863,0.0,-0.0467143210060144,-0.1713520526137953,10,0.0522442035169581,-1.57929,-2.719888333333333,-3.5972716666666664,10,0.5793388127291702,0.0,0.0,0.0,10,0.0,-0.0022553027009416,-0.0049499630197001,-0.0088807170481418,10,0.0026474837473345,0.05,0.0387967929363924,0.032258064516129,10,0.0045443704232016,4.3269,-0.19624071,-4.024611,1000,0.74798506,0.0,0.0,0.0,0.0008999999999999,0.0,223.1992585456508,92,25.971301852334985,13,7666,4.724412543974728,413.38052892684937,224.96035809629225,108.57714748382568,7666,35.594483666805885,16369.0,142.1973259449005,200000.0,2.0,177.7736086845398,400000.0,1406.4962099040963,2000.0
0.085198216,6.013512e-05,74.16942,-0.005187931,0.0014734328,0.0065229805,11.101964,38.37325,38.377792,3.7534304,125.46077,9.547377,123.9633,0.99998283,-0.43235844,-0.99999994,446,0.56108654,0.0434288961569496,0.0289115203167044,0.0138924328747441,10,0.0094469716812565,62,44.6,29,10,10.547037498748168,480.0904731750488,342.5532311499119,251.58161298930645,10,76.92984531371276,-4.4168062380082445,-18.11280164762463,-34.78675537588745,10,9.999687598153502,523.446522231067,374.4730350668268,290.0,10,82.20953664132168,-0.1133405460324356,-0.8888217692186974,-2.033503517294194,10,0.5833472211867993,-4.474655,-12.888761166666663,-22.548751666666668,10,6.197885796830778,0.0,0.0,0.0,10,0.0,-0.0177876168681177,-0.0294192444893629,-0.0457609052228181,10,0.0091081295302889,0.0344827586206896,0.0238593533328581,0.0161290322580645,10,0.0062063582958472,3.876451,-0.34388456,-4.5766277,1000,0.83251107,0.0,0.0,0.0,0.0009,0.0,274.3681134898967,335,36.6441660433807,18,5348,14.445418950054258,574.2195866033435,295.4668052389955,60.818801298737526,5348,55.87917188720241,21717.0,148.82677507400513,200000.0,3.0,326.6003837585449,600000.0,1343.8442101600915,3000.0
0.002911615,4.9460295e-06,121.30456,-0.005024375,4.7463036e-05,0.007207857,11.661247,38.37547,38.36977,4.7155776,146.2493,16.338488,143.50731,0.9999883,-0.43320563,-1.0,799,0.6467449,0.056382442496655,0.0425811574694499,0.0323714963283429,10,0.0078283523638245,114,79.9,56,10,19.377564346429097,753.4470221996307,462.0682333240285,203.096151765436,10,156.0479684744367,-21.1731635811016,-38.11138823081762,-65.22851713521332,10,13.053613857382157,850.9924417261348,530.4097088988696,276.53742666643205,10,166.07010558429982,-0.5081265834405865,-1.1781147927282725,-1.707276106185616,10,0.3732926781230445,-20.179816666666664,-28.971197666666665,-42.20213833333334,10,6.304693730564389,0.0,0.0,0.0,10,0.0,-0.0489533296746412,-0.0807751821544815,-0.1215447102888974,10,0.020734317199164,0.0178571428571428,0.0132135779811908,0.0087719298245614,10,0.0029304638096501,4.2852125,-0.31322178,-4.707671,1000,0.93775904,0.0,0.0,0.0,0.0008999999999999,0.0,359.29845748700126,270,69.04215618521079,24,2894,29.90462180504026,730.1761522293091,383.0824408820964,54.69210911169648,2894,111.10989717073176,24611.0,163.7712950706482,200000.0,4.0,490.3716788291931,800000.0,1221.2152313610477,4000.0
5.1243944e-05,1.6105233e-07,166.57385,-0.0047031874,7.6133875e-07,0.0077015166,11.812685,38.353245,38.344494,5.3837576,163.59853,25.113693,159.937,0.99999994,-0.34893498,-1.0,747,0.74746644,0.0690743573894276,0.0614509906354391,0.0499901656011913,10,0.0061212387001433,142,74.7,48,10,26.214690537940744,801.4052724838257,584.2869825262576,436.72482109069824,10,88.82139237658625,-16.768553060990577,-29.47433017558202,-59.9824406959325,10,13.063618862192287,900.2823081032815,650.1314903914244,480.0,10,104.54282258702996,-0.4435942506558437,-0.7932205975272831,-1.1118741120249978,10,0.217225923145195,-23.162920000000003,-35.49015583333333,-56.59122500000001,10,9.491588699404604,0.0,0.0,0.0,10,0.0,-0.0493892639973564,-0.0868008246026914,-0.1436904010757935,10,0.0287165055350438,0.0208333333333333,0.0146099816551719,0.0070422535211267,10,0.0036772820841788,4.1166687,-0.3498883,-4.3955073,1000,0.99791497,0.0,0.0,0.0,0.0009,0.0,450.57195477258335,498,64.34688,24,3125,25.627435187033445,849.1002054214478,469.83220568653735,87.17757131904364,3125,99.49469969349651,27736.0,157.3300530910492,200000.0,5.0,647.7017319202423,1000000.0,1271.2129441935488,5000.0
2.3898112e-06,1.04017985e-08,207.93036,-0.0039200336,3.2614807e-08,0.0076627797,11.873461,38.30892,38.298973,5.6394386,181.67195,30.990204,178.52457,1.0,-0.23697491,-1.0,767,0.8183978,0.0846091514206255,0.0796995223554972,0.0751777881731276,10,0.0024271904883102,103,76.7,51,10,16.93546574499798,861.6345725059509,674.3556872844696,455.6120071411133,10,136.72669233172817,-21.96729726670385,-33.70026685692274,-52.73691989940406,10,9.481969692183316,964.6965661605416,755.4355105212853,509.99975552068014,10,154.69844924178446,-0.5245538782795646,-1.0977423389421233,-1.503302482264789,10,0.2712174204356999,-31.41032333333333,-46.17668483333334,-58.60920666666669,10,9.771943283582614,0.0,0.0,0.0,10,0.0,-0.0591276932344844,-0.1051295173597679,-0.1546577567878193,10,0.0259910821121477,0.0196078431372549,0.0137014050721882,0.0097087378640776,10,0.0030682806824972,4.770628,-0.30027792,-4.474205,1000,1.0439284,0.0,0.0,0.0,0.0008999999999999,0.0,503.3077545714627,272,60.9256653410829,22,3269,19.82252965091386,1016.3787527084352,493.6021175466823,92.27354544401167,3269,106.5721081675669,31005.0,154.42221856117249,200000.0,6.0,802.1239504814148,1200000.0,1295.150412055325,6000.0
3.2042178e-07,2.1312385e-09,243.44339,-0.0031680383,3.6363539e-09,0.00755002,11.885602,38.25655,38.246803,5.992638,204.808,39.8396,202.83795,1.0,-0.31548664,-1.0,1192,0.81210095,0.0846662737846297,0.0710616792187867,0.0575678439458897,10,0.0086260849446817,189,119.2,95,10,30.6555052152138,1049.673041977454,752.714109791955,312.9632543409243,10,247.5315187562372,-35.620372839303265,-55.73571282935645,-104.26744497850538,10,20.551530255115296,1262.2844762515792,874.4140448479599,405.7958858921832,10,272.3934348565141,-0.7136749722423863,-1.4721428038380364,-2.889079689734856,10,0.5565325368046704,-43.254998333333326,-64.329746,-105.19826166666668,10,17.732427265918734,0.0,0.0,0.0,10,0.0,-0.1218216632415659,-0.1623334496587304,-0.2566509220898265,10,0.0436837191371928,0.0105263157894736,0.008827310573824,0.0052910052910052,10,0.0017255536206159,4.567102,-0.3007646,-4.4840007,1000,1.0658412,0.0,0.0,0.0,0.0008999999999999,0.0,536.4767984428737,1000,83.38510911424903,24,2337,49.46262966887248,1881.864182411693,570.6285892039082,92.41953819431365,2337,186.08114330945293,33342.0,150.53254318237305,200000.0,7.0,952.6564936637878,1400000.0,1328.616362760152,7000.0
1.4582488e-07,1.1794133e-09,274.97498,-0.002829811,1.4454348e-09,0.0077793603,11.900233,38.24138,38.230965,6.5035653,232.29079,52.20824,230.77585,1.0,-0.276585,-1.0,1428,0.8223105,0.0855549206086795,0.0755749098148417,0.0693330238316775,10,0.0042859760210993,184,142.8,80,10,28.39295687314021,1407.50940990448,1071.6731861591338,673.2822751998901,10,189.9052506041044,-28.90335103238225,-60.249643782483005,-85.46284892308564,10,15.872512823536866,1614.375550406256,1216.1996753802966,747.5180387170268,10,223.465068492956,-1.0248533014839671,-1.723996722842875,-2.426485376254014,10,0.4366558047335916,-43.956905,-82.34242583333332,-118.709965,10,18.733695720626915,0.0,0.0,0.0,10,0.0,-0.1464831973130967,-0.2104232941860041,-0.3073623166536927,10,0.0451545544092909,0.0125,0.0073711593345648,0.0054347826086956,10,0.0019238430734965,4.450489,-0.3410286,-4.7620654,1000,1.0618647,0.0,0.0,0.0,0.0008999999999999,0.0,555.1599994018455,733,123.32540192926044,24,1555,75.36956897242584,1769.0951768159866,664.3015430817039,117.27438501268624,1555,272.1422128246,34897.0,150.68436813354492,200000.0,8.0,1103.3408617973328,1600000.0,1327.277689632337,8000.0
1.0228725e-07,8.706614e-10,302.63412,-0.0023843737,9.705096e-10,0.007831788,11.910268,38.24209,38.23075,6.969431,261.03976,59.95144,259.62753,1.0,-0.26332512,-1.0,1925,0.8322453,0.0836920120240637,0.0792839057714972,0.0620260210140571,10,0.0062896884021537,263,192.5,152,10,37.57725375809147,1817.1296582221985,1296.0589999053627,778.3201433159411,10,278.37081221899405,-57.07978329436146,-74.21372779690574,-106.77998352695556,10,18.02833382283593,2086.5494581856387,1488.835582356829,947.427098513509,10,314.55278192599286,-2.0865454424169445,-2.985290043707716,-4.008090980707531,10,0.6358465485751401,-89.49309999999998,-115.28817,-158.27995333333337,10,23.39334984178377,0.0,0.0,0.0,10,0.0,-0.2109978346857406,-0.2893936262916335,-0.4328668369437172,10,0.066801529518334,0.006578947368421,0.0053787421912316,0.0038022813688212,10,0.0009546005405029,4.244643,-0.28088254,-4.792245,1000,1.0791262,0.0,0.0,0.0,0.0009,0.0,753.7259265850637,709,163.1736577181208,26,1192,108.5543621462699,3018.5071518421173,940.1984380627116,83.65492276847363,1192,383.7924644477516,36089.0,141.2931854724884,200000.0,9.0,1244.6340472698212,1800000.0,1415.496432692025,9000.0
7.961112e-08,7.155728e-10,326.2029,-0.0019030648,7.174273e-10,0.007774718,11.918828,38.230873,38.217976,7.703228,297.0175,75.543144,295.24176,1.0,-0.19626674,-1.0,8112,0.83302295,0.0875972257385554,0.0860799167415709,0.0841727606502575,10,0.0012161857537779,1000,811.2,477,10,200.9302366494401,6427.542308807373,5042.179470038414,3109.272525787353,10,1154.5805307498097,-180.27368533701005,-321.5519882622615,-413.8260474160694,10,88.82627395590849,7515.294988347193,5913.218111944879,3605.563913785436,10,1381.8931720650794,-6.882598148664107,-11.209151528036877,-15.697837232281586,10,2.89412267272371,-308.3125033333333,-536.8445401666667,-669.8821750000001,10,137.0306607040027,0.0,0.0,0.0,10,0.0,-0.8225997609281595,-1.4329604320418268,-1.8048625664717253,10,0.3591960111842073,0.0020964360587002,0.0008234742308115,0.0,10,0.0008441002029651,4.1892033,-0.2481363,-4.3980227,1000,1.086367,0.000405,0.0011745,0.1336873549453582,0.0007695,0.2799999999999999,1271.7454885822954,812,214.43817527010805,26,833,132.6625803432189,3907.493737459183,1189.4257522141097,218.164199030085,833,546.5111125523215,36922.0,149.78190326690674,200000.0,10.0,1394.415950536728,2000000.0,1335.2747938020668,10000.0
